ID,APLICACIÓN,AREA,SUB_ÁREA,DENOMINACIÓN,EUROS,FID
1700,93362300,PATRIMONIO,GESTIÓN DEL PATRIMONIO,"MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJES",8000,1252
1701,93362500,PATRIMONIO,GESTIÓN DEL PATRIMONIO,MOBILIARIO Y ENSERES,15000,1253
1702,93362700,PATRIMONIO,GESTIÓN DEL PATRIMONIO,REDACCIÓN DE PROYECTOS DE ACCESIBILIDAD A EDIFICIOS PÚBLICOS,10000,1254
1703,93362900,PATRIMONIO,GESTIÓN DEL PATRIMONIO,SEÑALIZACIÓN Y OTRAS ACTUACIONES SEGURIDAD EDIFICIOS,2000,1255
1704,93362901,PATRIMONIO,GESTIÓN DEL PATRIMONIO,INSTALACIONES ALARMAS DIFERENTES EDIFICIOS Y ALMACENES,5000,1256
1709,93422610,GESTIÓN DE LA DEUDA Y TESORERÍA,GESTIÓN DE LA DEUDA Y TESORERÍA,IMPLANTACIÓN MODELO GESTIÓN RECAUDATORIA,30000,1257
1710,93422708,GESTIÓN DE LA DEUDA Y TESORERÍA,GESTIÓN DE LA DEUDA Y TESORERÍA,OFICINA AUX. RECAUDACIÓN,96950,1258
1711,93422710,GESTIÓN DE LA DEUDA Y TESORERÍA,GESTIÓN DE LA DEUDA Y TESORERÍA,ESTUDIO GESTIÓN RECAUDACIÓN,2500,1259
1714,93435900,GESTIÓN DE LA DEUDA Y TESORERÍA,GESTIÓN DE LA DEUDA Y TESORERÍA,INTERESES SERVICIOS ECONÓMICOS,135000,1260
1719,94322605,TRANSFERENCIAS OTRAS EELL,TRANSFERENCIAS OTRAS EELL,CUOTAS FEMP,5000,1261
1720,94322608,TRANSFERENCIAS OTRAS EELL,TRANSFERENCIAS OTRAS EELL,CUOTAS FECAI,5000,1262
1723,94346700,TRANSFERENCIAS OTRAS EELL,TRANSFERENCIAS OTRAS EELL,CONSORCIO INSULAR DE SERVICIOS,292357,1263
1724,94348900,TRANSFERENCIAS OTRAS EELL,TRANSFERENCIAS OTRAS EELL,APORTACIONES FUNDACIÓN CANARIA RESERVA DE LA BIOSFERA,319751,1264
