ID,APLICACIÓN,AREA,SUB_ÁREA,DENOMINACIÓN,EUROS,FID
322,23346231,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO. SAN ANDRÉS Y SAUCES CENTRO DE DÍA MAYORES GASTOS MANTENIMIENTO,220798,358
323,23346232,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO. EL PASO CENTRO DE DÍA MAYORES. GASTOS MANTENIMIENTO,264959,359
324,23346233,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO. DE FUENCALIENTE. SERVICIO AYUDA DOMICILIO. GASTOS MANTENIMIENTO,138164,360
325,23346234,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO. DE GARAFÍA. SERVICIO AYUDA DOMICILIO. GATOS MANTENIMIENTO,122100,361
326,23346235,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO. DE LOS LLANOS DE ARIDANE. SERVICIO AYUDA DOMICILIO. GASTOS MANTENIMIENTO,862808,362
327,23346236,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO. DE PUNTAGORDA. SERVICIO AYUDA DOMICILIO. GASTOS MANTENIMIENTO,116825,363
328,23346237,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO. DE PUNTALLANA. SERVICIO AYUDA DOMICILIO. GASTOS MANTENIMIENTO,104774,364
329,23346238,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO. DE SAN ANDRÉS Y SAUCES. SERVICIO AYUDA DOMICILIO. GASTOS MANTENIMIENTO,214514,365
330,23346239,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO. DE SANTA CRUZ DE LA PALMA. SERVICIO AYUDA DOMICILIO. GASTOS MANTENIMIENTO,587342,366
331,23346240,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO. DE TAZACORTE. SERVICIO AYUDA DOMICILIO. GASTOS MANTENIMIENTO,258178,367
332,23346241,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO. DE TIJARAFE. SERVICIO AYUDA DOMICILIO. GASTOS MANTENIMIENTO,195877,368
333,23346242,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO. DE VILLA DE MAZO. SERVICIO AYUDA DOMICILIO. GASTOS MANTENIMIENTO,228525,369
334,23348900,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO ORDEN HOSPITALARIA SAN JUAN DE DIOS GASTOS MANTENIMIENTO,101222,370
335,23348904,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO FUNDACIÓN CANARIA TABURIENTE ESPECIAL CTRO.OCUPAC.TABURIENTE GASTO MANTENIMIENTO,357142,371
336,23348905,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO FUNDACIÓN ISONORTE CENTRO OC.LA TRAVIESA GASTO MANTENIMIENTO,126278,372
337,23348906,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO FUNDACIÓN ISONORTE CENTRO OC.LA TISERA GASTO MANTENIMIENTO,295941,373
338,23348907,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO FUNDACIÓN CANARIA SOLIDARIDAD LA PALMA. RESID. MAYORES LOS LLANOS GASTOS MANTENIMIENTO,208419,374
339,23348908,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO ASOC. NIÑOS ESPECIALES DE LA PALMA. CENTRO DE DÍA DISCAPACIDAD,191765,375
340,23348909,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AFA RESIDENCIA Y CENTRO DE DÍA ALZHEIMER,612052,376
341,23348910,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO ASOC. FAMILIARES DE ENFERMOS ALZHEIMER Y OTRAS DEMENCIAS DE LA PALMA. PROMOCIÓN AUTONOMÍA PERSONAL . GASTOS DE MANTENIMIENTO,169200,377
342,23348911,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO CRUZ ROJA TELEASISTENCIAS PARA PERSONAS DEPENDIENTES,41076,378
343,23348913,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO FUNDACIÓN CANARIA TABURIENTE ESPECIAL. PROMOCIÓN DE LA AUTONOMÍA PERSONAL,411397,379
346,23362700,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CENTRO SOCIOSANITARIO LAS NIEVES,280000,380
347,23362701,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,INV PLAN ATENCIÓN SOCIO-SANITARIA-DEPENDENCIA,57000,381
348,23362702,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,II PLAN DE INFRAESTRUCTURA SOCIOSANITARIA,1166,382
353,23512001,RESIDENCIAS DE PENSIONISTAS,RESIDENCIAS DE PENSIONISTAS,SUELDOS GRUPO A2,14274,383
354,23512006,RESIDENCIAS DE PENSIONISTAS,RESIDENCIAS DE PENSIONISTAS,TRIENIOS,518,384
355,23512100,RESIDENCIAS DE PENSIONISTAS,RESIDENCIAS DE PENSIONISTAS,COMPLEMENTO DE DESTINO,8302,385
356,23512101,RESIDENCIAS DE PENSIONISTAS,RESIDENCIAS DE PENSIONISTAS,COMPLEMENTO ESPECÍFICO,8799,386
357,23512103,RESIDENCIAS DE PENSIONISTAS,RESIDENCIAS DE PENSIONISTAS,OTROS COMPLEMENTOS,6039,387
358,23513000,RESIDENCIAS DE PENSIONISTAS,RESIDENCIAS DE PENSIONISTAS, RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,1373271,388
359,23513002,RESIDENCIAS DE PENSIONISTAS,RESIDENCIAS DE PENSIONISTAS,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,2121221,389
360,23513100,RESIDENCIAS DE PENSIONISTAS,RESIDENCIAS DE PENSIONISTAS,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,355884,390
361,23515000,RESIDENCIAS DE PENSIONISTAS,RESIDENCIAS DE PENSIONISTAS,PRODUCTIVIDAD,23597,391
362,23515100,RESIDENCIAS DE PENSIONISTAS,RESIDENCIAS DE PENSIONISTAS,GRATIFICACIONES ,143461,392
363,23516000,RESIDENCIAS DE PENSIONISTAS,RESIDENCIAS DE PENSIONISTAS,SEGURIDAD SOCIAL,1301334,393
366,23521200,RESIDENCIAS DE PENSIONISTAS,RESIDENCIAS DE PENSIONISTAS,REPARACIÓN Y CONSERVACIÓN EDIFICIO Y OTRAS CONSTRUCCIONES,14468,394
367,23521700,RESIDENCIAS DE PENSIONISTAS,RESIDENCIAS DE PENSIONISTAS,MANTENIMIENTO DE SOFTWARE,8956,395
368,23521900,RESIDENCIAS DE PENSIONISTAS,RESIDENCIAS DE PENSIONISTAS,REPARACIONES RESIDENCIA,28249,396
369,23522000,RESIDENCIAS DE PENSIONISTAS,RESIDENCIAS DE PENSIONISTAS,MATERIAL DE OFICINA NO INVENTARIABLE,600,397
370,23522002,RESIDENCIAS DE PENSIONISTAS,RESIDENCIAS DE PENSIONISTAS,MATERIAL INFORMATICO NO INVENTARIABLE,250,398
371,23522102,RESIDENCIAS DE PENSIONISTAS,RESIDENCIAS DE PENSIONISTAS,GAS BUTANO,12100,399
372,23522103,RESIDENCIAS DE PENSIONISTAS,RESIDENCIAS DE PENSIONISTAS,COMBUSTIBLE Y CARBURANTE,49000,400
509,32845393,EDUCACIÓN,PROMOCIÓN EDUCATIVA,SUBV. FUNDACIÓN GENERAL DE LA ULL CURSOS DE EXTENSIÓN UNIVERSITARIA,70000,401
510,32848903,EDUCACIÓN,PROMOCIÓN EDUCATIVA,SUBV. ASOCIACIÓN DEPORTIVA APRENDER JUGANDO CANARIAS-APRENDER JUGANDO-IES,10000,402
511,32848904,EDUCACIÓN,PROMOCIÓN EDUCATIVA,SUBV. FEDERACIÓN UNIÓN ESTUDIANTES DE CANARIAS (UDECA) ENCUENTRO DE ESTUDIANTES,800,403
512,32848905,EDUCACIÓN,PROMOCIÓN EDUCATIVA,SUBVENCIÓN INDISPAL PROYECTO TU VALOR,15000,404
513,32848907,EDUCACIÓN,PROMOCIÓN EDUCATIVA,SUBVENCIÓN RADIO ECCA PROYECTO ACTUACIÓN EDUCATIVA 2021,50000,405
514,32848908,EDUCACIÓN,PROMOCIÓN EDUCATIVA,SUBV. SOCIEDAD CANARIA ISAAC NEWTON DE PROFESORES DE MATEMÁTICDAS PROYECTO ESTALMAT CANARIAS,3000,406
517,32862501,EDUCACIÓN,PROMOCIÓN EDUCATIVA,ADQUISICIÓN OTROS BIENES INVENTARIABLES,2000,407
518,32862502,EDUCACIÓN,PROMOCIÓN EDUCATIVA,ADQUISICIÓN MOBILIARIO ESCUELA DE ENFERMERÍA,3000,408
519,32862600,EDUCACIÓN,PROMOCIÓN EDUCATIVA,EQUIPOS PARA PROCESOS DE INFORMACIÓN,2000,409
520,32862701,EDUCACIÓN,PROMOCIÓN EDUCATIVA,INVERSIONES INSTALACIONES EDUCACIÓN,20000,410
521,32862702,EDUCACIÓN,PROMOCIÓN EDUCATIVA,OBRAS EN LA ESCUELA INSULAR DE MÚSICA,244270,411
524,328753,EDUCACIÓN,PROMOCIÓN EDUCATIVA,SUBV. FUNDACIÓN GENERAL ULL PROYECTO FORMULA STUDENT,5000,412
529,33012000,CULTURA,ADMINISTRACIÓN GENERAL CULTURA,SUELDOS GRUPO A1,32732,413
530,33012001,CULTURA,ADMINISTRACIÓN GENERAL CULTURA,SUELDOS GRUPO A2,64232,414
531,33012004,CULTURA,ADMINISTRACIÓN GENERAL CULTURA,SUELDOS GRUPO C2,18197,415
532,33012006,CULTURA,ADMINISTRACIÓN GENERAL CULTURA,TRIENIOS,27067,416
533,33012100,CULTURA,ADMINISTRACIÓN GENERAL CULTURA,COMPLEMENTO DE DESTINO,72546,417
534,33012101,CULTURA,ADMINISTRACIÓN GENERAL CULTURA,COMPLEMENTO ESPECÍFICO,89845,418
535,33012103,CULTURA,ADMINISTRACIÓN GENERAL CULTURA,OTROS COMPLEMENTOS,69368,419
536,33013000,CULTURA,ADMINISTRACIÓN GENERAL CULTURA,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,186561,420
537,33013002,CULTURA,ADMINISTRACIÓN GENERAL CULTURA,OTRAS REMUNERACIONES,273847,421
538,33015000,CULTURA,ADMINISTRACIÓN GENERAL CULTURA,PRODUCTIVIDAD,4494,422
539,33016000,CULTURA,ADMINISTRACIÓN GENERAL CULTURA,SEGURIDAD SOCIAL,262967,423
542,33020400,CULTURA,ADMINISTRACIÓN GENERAL CULTURA,RENTING VEHÍCULO,10000,424
543,33022000,CULTURA,ADMINISTRACIÓN GENERAL CULTURA,CULTURA MATERIAL DE OFICINA,1500,425
544,33022001,CULTURA,ADMINISTRACIÓN GENERAL CULTURA,"PRENSA, REVISTAS, LIBROS Y PUBLICACIONES",14000,426
545,33022002,CULTURA,ADMINISTRACIÓN GENERAL CULTURA,MATERIAL INFORMÁTICO NO INVENTARIABLE,5000,427
546,33022003,CULTURA,ADMINISTRACIÓN GENERAL CULTURA,SUMINISTRO MATERIAL CULTURA,3000,428
547,33022300,CULTURA,ADMINISTRACIÓN GENERAL CULTURA,TRANSPORTES Y MENSAJERÍA,3000,429
548,33022602,CULTURA,ADMINISTRACIÓN GENERAL CULTURA,PUBLICIDAD Y PROPAGANDA CULTURA,25000,430
549,33022603,CULTURA,ADMINISTRACIÓN GENERAL CULTURA,PUBLICACIONES EN DIARIOS OFICIALES,1500,431
550,33022699,CULTURA,ADMINISTRACIÓN GENERAL CULTURA,GASTOS DIVERSOS CULTURA,12000,432
551,33022706,CULTURA,ADMINISTRACIÓN GENERAL CULTURA,FONDO PUBLICACIONES Y COEDICIÓN CABILDO INSULAR,30000,433
556,33222000,CULTURA,BIBLIOTECAS Y ARCHIVOS,MATERIAL DE OFICINA ,1000,434
557,33222001,CULTURA,BIBLIOTECAS Y ARCHIVOS,"PRENSA, REVISTAS, LIBROS Y OTROS",10000,435
558,33222003,CULTURA,BIBLIOTECAS Y ARCHIVOS,MATERIAL OFICINA. BIBLIOTECA PÉREZ VIDAL,1000,436
559,33222107,CULTURA,BIBLIOTECAS Y ARCHIVOS,MATERIAL DE TRABAJO ARCHIVERO,1000,437
562,33246201,CULTURA,BIBLIOTECAS Y ARCHIVOS,SUBV. BIBLIOTECAS MUNICIPALES.FOMENTO LECTURA,35000,438
563,33248900,CULTURA,BIBLIOTECAS Y ARCHIVOS,LA COSMOLÓGICA APORTACIÓN GASTOS FUNCIONAMIENTO,40000,439
566,33262900,CULTURA,BIBLIOTECAS Y ARCHIVOS,MATERIAL DE CONSERVACIÓN FOTOGRÁFICO,2000,440
571,33322000,CULTURA,EQUIPAMIENTOS CULTURALES Y MUSEOS,MATERIAL OFICINA MUSEO INSULAR,1000,441
572,33322104,CULTURA,EQUIPAMIENTOS CULTURALES Y MUSEOS,UNIFORME PERSONAL MUSEOS,6000,442
573,33322699,CULTURA,EQUIPAMIENTOS CULTURALES Y MUSEOS,OTROS GASTOS DIVERSOS MUSEOS,6000,443
574,33322706,CULTURA,EQUIPAMIENTOS CULTURALES Y MUSEOS,ESTUDIOS Y TRABAJOS TÉCNICOS,4000,444
575,33322707,CULTURA,EQUIPAMIENTOS CULTURALES Y MUSEOS,DESARROLLO PAGINA WEB MUSEO INSULAR,4570,445
576,33322709,CULTURA,EQUIPAMIENTOS CULTURALES Y MUSEOS,ELABORACIÓN INVENTARIO MUSEO ARQUEOLÓGICO,1000,446
577,33322710,CULTURA,EQUIPAMIENTOS CULTURALES Y MUSEOS,ENMARCADO OBRAS MUSEO INSULAR,1000,447
578,33322711,CULTURA,EQUIPAMIENTOS CULTURALES Y MUSEOS,QR RECORRIDO MUSEOS,1000,448
581,33348901,CULTURA,EQUIPAMIENTOS CULTURALES Y MUSEOS,SUBVENCIÓN ORDEN FRANCISCANA SEGLAR GASTOS FUNCIONAMIENTO,4000,449
584,33362500,CULTURA,EQUIPAMIENTOS CULTURALES Y MUSEOS,MOBILIARIO Y ENSERES,2000,450
965,41346203,"AGRICULTURA, GANADERIA Y PESCA",GANADERÍA,SUBVENCIÓN AYTO. PUNTALLANA FERIA GANADERA,3500,451
647,33522623,CULTURA,ARTES ESCÉNICAS,LA PALMA JAZZ FESTIVAL,15000,452
837,34148918,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBV. CLUB BADMINTON LA PALMA DROP PROMOCIÓN Y TECNIFICACIÓN,4000,453
713,33846207,CULTURA,FIESTAS POPULARES Y FESTEJOS,SUBV. AYTO. VILLA DE MAZO FIESTA VALOR ETNOGRÁFICO CORPUS CHRISTI,3500,454
781,34022699,DEPORTES,ADMINISTRACIÓN GENERAL DEPORTES,OTRO GASTOS DIVERSOS,5000,455
714,33846208,CULTURA,FIESTAS POPULARES Y FESTEJOS,SUBV. AYTO. BREÑA BAJA FIESTA VALOR ETNOGRÁFICO CRUCES,3500,456
782,34022706,DEPORTES,ADMINISTRACIÓN GENERAL DEPORTES,ESTUDIOS Y TRABAJOS TÉCNICOS,10000,457
838,34148919,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBVENCIONES DEPORTISTAS PALMEROS DE ÉLITE ,15000,458
648,33522624,CULTURA,ARTES ESCÉNICAS,FESTIVAL DE FADO,15000,459
715,33846209,CULTURA,FIESTAS POPULARES Y FESTEJOS,SUBV. AYTO. BREÑA ALTA FIESTA VALOR ETNOGRÁFICO CRUCES,3500,460
966,41346204,"AGRICULTURA, GANADERIA Y PESCA",GANADERÍA,SUBVENCIÓN AYTO. EL PASO FERIA GANADERA,3000,461
787,34122114,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,INDUMENTARIA DEPORTIVA REPRESENTATIVA LA PALMA,29000,462
839,34148920,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBVENCIÓN C.D. VELA LATINA BENAOHARE ABORA VELA LATINA,6000,463
651,33546200,CULTURA,ARTES ESCÉNICAS,SUBVENCIÓN AYTO. EL PASO FORMACIÓN TEATRAL,4000,464
716,33846210,CULTURA,FIESTAS POPULARES Y FESTEJOS,SUBV. AYTO. S/C DE LA PALMA FIESTA VALOR ETNOGRÁFICO MAYOS,3500,465
967,41348900,"AGRICULTURA, GANADERIA Y PESCA",GANADERÍA,CONVENIO AVAPAL CENTRO TESTAJE,25000,466
788,34122115,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,"TROFEOS, MEDALLAS Y RECONOCIMIENTO ACTIVIDADES Y EVENTOS DEPORTIVOS",22000,467
840,34148921,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,BECAS DEPORTISTAS ALTO NIVEL Y RENDIMIENTO,15000,468
841,34148922,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBVENCIÓN FEDERACIÓN INSULAR DE PETANCA Y BOLA CANARIA PROMOCIÓN,15000,469
842,34148923,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBVENCIÓN FEDERACIÓN CANARIA ATLETISMO PROMOCIÓN Y FORMACIÓN,12000,470
843,34148924,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBV. CLUB. DEP. TARSA AYUDA DESPLAZAMIENTO ,2520,471
844,34148925,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBV. CLUB T.M. DEFENSE AYUDA DESPLAZAMIENTO,5750,472
845,34148926,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBV. CLUB TD. TEMESPIN AYUDA DESPLAZAMIENTO,6250,473
846,34148928,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBV. SOC. DEPORTIVA TENISCA AYUDA DESPLAZAMIENTO,11160,474
847,34148930,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBV. CLUB BALONC. ARIDANE AYUDA DESPLAZAMIENTO,5320,475
848,34148943,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBV. CLUB BALONC. FELIPE ANTON DESPLAZAMIENTO,6440,476
849,34148944,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBVENCIÓN FEDERACIÓN TENIS DE MESA  PROMOCIÓN Y TECNIFICACIÓN ,16000,477
850,34148945,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBVENCIÓN SALTO PASTOR JURRIA TENERRA  PROMOCIÓN Y TECNIFICACIÓN,3000,478
851,34148947,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBVENCIÓN FEDERACIÓN GIMNASIA RITMICA  PROMOCIÓN Y TECNIFICACIÓN,12000,479
852,34148948,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBV. CLUB BALONCESTO DOMINICAS LA PALMA DESPLAZAMIENTO,5320,480
853,34148950,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBVENCIÓN FEDERACIÓN AJEDREZ PROMOCIÓN Y TECNIFICACIÓN,50000,481
854,34148951,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBV. EVENTOS DEPORTIVOS ENTIDADES PRIVADAS,10000,482
855,34148953,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBV. CLUB LUCHA TENERCINA DESPLAZAMIENTOS,12520,483
856,34148954,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBV. CLUB TENIS DE MESA TENEGUÍA DESPLAZAMIENTOS,3350,484
857,34148955,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBV. CLUB JUDO SHUNEN DESPLAZAMIENTOS,3000,485
858,34148957,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBV. CLUB LUCHA ARIDANE DESPLAZAMIENTOS,12240,486
859,34148958,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBVENCIÓN FEDERACIÓN CANARIA DE VELA  TECNIFICACIÓN,42900,487
860,34148960,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBV. CLUB JUVENTUD TENIS DE MESA DESPLAZAMIENTOS,600,488
861,34148962,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBV. SANTI CONCEPCIÓN TEAM AUTOMOVILISMO AYUDA PARTICIPACIÓN CAMPEONATO ESPAÑA KARTING,9000,489
862,34148963,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBV. CLUB LUCHA TEDOTE DESPLAZAMIENTOS ,12240,490
863,34148964,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBV. FED CANARIA DE TRIATLON (FECANTRI) CAMPEONATO ESPAÑA/CANARIAS,6000,491
864,34148965,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBV. ESCUELA DE FÚTBOL LOS LLANOS DESPLAZAMIENTOS,2880,492
865,34148966,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBV. CD MS RACING. PARTICIPACIÓN CAMPEONATO AUTONÓMICO DE CANARIAS,9000,493
866,34148967,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBV. ATLETICO PASO 3ª DIV. AYUDA DESPLAZAMIENTO,2880,494
867,34148968,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBV. CD DOGUEN CADETE FEM. AUTONÓMICA AYUDA DESPLAZAMIENTOS,1960,495
868,34148969,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBVENCIÓN FEDER. INTERINSULAR DE FUTBOL TFE: LIGA SENIOR DE PREFERENTE,30000,496
869,34148970,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBV. LUCHA CANDELARIA DE MIRCA DESPLAZAMIENTOS ,12240,497
870,34148971,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBV. ESCUDERÍA REVYS MOTOR SPORT. RALLY SENDEROS DE LA PALMA,1000,498
871,34148972,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBV. ESCUDERÍA LA PALMA ISLA BONITA. RALLY ISLA BONITA,1000,499
872,34148973,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBV. UD BAGA TAZO 2008: TORNEO AQUAHOBBY DE PADEL ,8000,500
873,34148974,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBV. CLUB NAÚTICO S/C DE LA PALMA TRAVESÍA A NADO,10000,501
874,34148975,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBV. CLUB LUCHA LAS MANCHAS DESPLAZAMIENTOS,12240,502
875,34148976,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBV. CLUB LUCHA TAZACORTE DESPLAZAMIENTO,12240,503
876,34148977,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBV. CLUB BALONCESTO ROQUE ADAMEN DESPLAZAMIENTOS,1960,504
877,34148978,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBV. U.D. BAGA TAZO 2008 DESPLAZAMIENTOS,3360,505
878,34148979,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBV. C.D. VELIA FUTBOL SALA 1º TERRITORIAL FS FEM. DESPLAZAMIENTOS,1920,506
879,34148980,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBV. CLUB LUCHA TIJARAFE DESPLAZAMIENTOS,10000,507
882,34162700,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,INVERSIONES VELA,10000,508
887,34220400,DEPORTES,INSTALACIONES DEPORTIVAS,RENTING VEHICULOS DEPORTES,12073,509
888,34221201,DEPORTES,INSTALACIONES DEPORTIVAS,MANTENIMIENTO CAMPOS DE FÚTBOL,15000,510
889,34221400,DEPORTES,INSTALACIONES DEPORTIVAS,MANTENIMIENTO DE VEHÍCULOS Y MAQUINARIA,5800,511
890,34222100,DEPORTES,INSTALACIONES DEPORTIVAS,ENERGÍA ELÉCTRICA CIUDAD DEPORTIVA MIRAFLORES,27500,512
891,34222101,DEPORTES,INSTALACIONES DEPORTIVAS,AGUA,6000,513
894,34262500,DEPORTES,INSTALACIONES DEPORTIVAS,ADQUISICIÓN MOBILIARIO Y ENSERES,4500,514
585,33362600,CULTURA,EQUIPAMIENTOS CULTURALES Y MUSEOS,EQUIPOS PARA PROCESOS DE INFORMACION,10000,515
895,34262701,DEPORTES,INSTALACIONES DEPORTIVAS,OBRAS MIRAFLORES,30000,516
789,34122401,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SEGURO PROMOC. DEPORTIVA Y EVENTOS CABILDO,50000,517
968,41348901,"AGRICULTURA, GANADERIA Y PESCA",GANADERÍA,SUBV. AVAPAL CELEBRACIÓN CERTAMEN NACIONAL RAZA BOVINA PALMERA,8000,518
652,33546201,CULTURA,ARTES ESCÉNICAS,SUBVENCIÓN AYTO. LOS LLANOS DE ARIDANE FORMACIÓN TEATRAL,4000,519
586,33362700,CULTURA,EQUIPAMIENTOS CULTURALES Y MUSEOS,"ADQUISICIÓN BIENES INTERÉS HISTÓRICO, ARTÍSTICOS O ETNOGRÁFICOS",50000,520
717,33846211,CULTURA,FIESTAS POPULARES Y FESTEJOS,SUBV. AYTO. BARLOVENTO BATALLA DE LEPANTO,8000,521
790,34122500,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,TRIBUTOS DEL ESTADO,3000,522
791,34122502,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,TRIBUTOS DE LAS ENTIDADES LOCALES,600,523
718,33846212,CULTURA,FIESTAS POPULARES Y FESTEJOS,SUBV. AYTO. DE TAZACORTE PARA LA ORGANIZACIÓN FIESTA PATRÓN INSULAR,2000,524
792,34122602,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,PUBLICIDAD Y PROPAGANDA DEPORTES,7500,525
653,33546202,CULTURA,ARTES ESCÉNICAS,SUBVENCIÓN AYTO. TAZACORTE FORMACIÓN TEATRAL,4000,526
971,41362400,"AGRICULTURA, GANADERIA Y PESCA",GANADERÍA,ADQUISICIÓN VEHICULO GRANJA,32000,527
719,33846213,CULTURA,FIESTAS POPULARES Y FESTEJOS,SUBV. AYTO. EL PASO FESTIVAL DE PASO,8000,528
793,34122603,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,PUBLICIDAD EN DIARIOS OFICIALES,300,529
654,33546203,CULTURA,ARTES ESCÉNICAS,SUBVENCIÓN AYTO. BREÑA ALTA FESTIVAL DE CUENTOS,2500,530
972,41362900,"AGRICULTURA, GANADERIA Y PESCA",GANADERÍA,ADQUISICIÓN ANIMALES,2500,531
720,33846214,CULTURA,FIESTAS POPULARES Y FESTEJOS,SUBV. AYTO. LOS LLANOS FIESTA DEL AGUA,10000,532
794,34122606,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,JORNADAS Y CURSOS DE FORMACIÓN DEPORTIVA,5100,533
