"APLICACIÓN PRESUP.";"AREA";"DENOMINACIÓN";"EURO"
92522711;"ATENCIÓN A LOS CIUDADANOS";"GRABACIONES SESIONES PLENARIAS-CONVENIO FUNDACIÓN EUROPEA SOCIEDAD DE LA INFORMACIÓN";7000,00
92562600;"ATENCIÓN A LOS CIUDADANOS";"ADQUISICIÓN EQUIPO DIGITALIZACIÓN";2400,00
92612000;"COMUNICACIONES INTERNAS";"SUELDOS GRUPO A1";15231,71
92612006;"COMUNICACIONES INTERNAS";"TRIENIOS";4100,57
92612100;"COMUNICACIONES INTERNAS";"COMPLEMENTO DE DESTINO";11770,22
92612101;"COMUNICACIONES INTERNAS";"COMPLEMENTO ESPECÍFICO";17398,50
92612103;"COMUNICACIONES INTERNAS";"OTROS COMPLEMENTOS";10707,19
92613000;"COMUNICACIONES INTERNAS";"RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO";23101,72
92613002;"COMUNICACIONES INTERNAS";"OTRAS REMUNERACIONES PERSONAL LABORAL FIJO";37084,01
92615000;"COMUNICACIONES INTERNAS";"PRODUCTIVIDAD";561,84
92616000;"COMUNICACIONES INTERNAS";"SEGURIDAD SOCIAL";32955,01
92621600;"COMUNICACIONES INTERNAS";"MANTENIMIENTO DE HARDWARE Y SOFTWARE";65271,58
92622002;"COMUNICACIONES INTERNAS";"MATERIAL INFORMÁTICO NO INVENTARIABLE ";4000,00
92622203;"COMUNICACIONES INTERNAS";"COMUNICACIONES INFORMÁTICAS";28000,00
92622706;"COMUNICACIONES INTERNAS";"PLAN DE MODERNIZACIÓN ADMINISTRATIVA FASE III ";28000,00
92662600;"COMUNICACIONES INTERNAS";"ADQUISICIÓN DE HARDWARE, SOFTWARE Y EQUIPOS DE COMUNICACIÓN";45000,00
92662601;"COMUNICACIONES INTERNAS";"PLAN DE MODERNIZACIÓN ADMINISTRATIVA FASE II Y OTROS PROYECTOS NNTT";45000,00
92662602;"COMUNICACIONES INTERNAS";"MATERIAL COMUNICACIONES INFORMÁTICAS";15000,00
92712000;"RECURSOS HUMANOS";"SUELDOS GRUPO A1";45695,14
92712001;"RECURSOS HUMANOS";"SUELDOS GRUPO A2";20512,82
92712003;"RECURSOS HUMANOS";"SUELDOS GRUPO C1";33439,85
92712004;"RECURSOS HUMANOS";"SUELDOS GRUPO C2";59273,93
92712006;"RECURSOS HUMANOS";"TRIENIOS";18524,82
92712100;"RECURSOS HUMANOS";"COMPLEMENTO DE DESTINO";101308,90
92712101;"RECURSOS HUMANOS";"COMPLEMENTO ESPECÍFICO";127096,69
92712103;"RECURSOS HUMANOS";" OTROS COMPLEMENTOS";80394,49
92713000;"RECURSOS HUMANOS";" RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO";35025,43
92713002;"RECURSOS HUMANOS";" OTRAS REMUNERACIONES PERSONAL LABORLA FIJO";53314,66
92715000;"RECURSOS HUMANOS";"PRODUCTIVIDAD";3090,12
92716000;"RECURSOS HUMANOS";"SEGURIDAD SOCIAL";156856,80
92722000;"RECURSOS HUMANOS";"MATERIAL DE OFICINA RRHH";2000,00
92722001;"RECURSOS HUMANOS";"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES";1000,00
92722002;"RECURSOS HUMANOS";"PROGRAMAS Y SERVICIOS INFORMÁTICOS";15000,00
92722300;"RECURSOS HUMANOS";"TRANSPORTES Y MENSAJERIA";500,00
92722706;"RECURSOS HUMANOS";"PREVENCIÓN RIESGOS LABORALES Y OTRAS";22000,00
92722707;"RECURSOS HUMANOS";"ESTUDIOS Y TRABAJOS TÉCNICOS";6000,00
92762500;"RECURSOS HUMANOS";"MOBILIARIO";600,00
92762600;"RECURSOS HUMANOS";"ADQUISICIÓN DE EQUIPOS DE PROCESO DE INFORMACIÓN";1200,00
92762900;"RECURSOS HUMANOS";"ADQUISICIÓN DE MATERIAL UNIDAD DE PREVENCIÓN RIESGO LABORALES";2000,00
92812000;"CONTRATACIÓN";"SUELDOS GRUPO A1";45695,14
92812004;"CONTRATACIÓN";"SUELDOS GRUPO C2";25403,11
92812006;"CONTRATACIÓN";"TRIENIOS";9905,01
92812100;"CONTRATACIÓN";"COMPLEMENTO DE DESTINO";47149,20
92812101;"CONTRATACIÓN";"COMPLEMENTO ESPECÍFICO";63894,46
92812103;"CONTRATACIÓN";"OTROS COMPLEMENTOS";39379,78
92815000;"CONTRATACIÓN";"PRODUCTIVIDAD";1014,43
92816000;"CONTRATACIÓN";"SEGURIDAD SOCIAL";54743,04
92822000;"CONTRATACIÓN";"MATERIAL DE OFICINA";380,00
92822001;"CONTRATACIÓN";"PRENSA, LIBROS, REVISTAS Y OTRAS PUBLICACIONES";380,00
92822605;"CONTRATACIÓN";"CONVENIO TRIBUNAL ADMINISTRATIVO CONTRATOS PÚBLICOS";100,00
92822699;"CONTRATACIÓN";"GASTOS DIVERSOS";500,00
92950000;"IMPREVISTOS Y FUNCIONES NO CLASIFICADAS";"FONDO DE CONTIGENCIA E IMPREVISTOS";430000,00
93112000;"POLÍTICA ECONÓMICA Y FISCAL";"SUELDOS GRUPO A1";76158,57
93112001;"POLÍTICA ECONÓMICA Y FISCAL";"SUELDOS GRUPO A2";26569,36
93112003;"POLÍTICA ECONÓMICA Y FISCAL";"SUELDOS GRUPO C1";20155,17
93112004;"POLÍTICA ECONÓMICA Y FISCAL";"SUELDOS GRUPO C2";59273,93
93112006;"POLÍTICA ECONÓMICA Y FISCAL";"TRIENIOS";40239,22
93112100;"POLÍTICA ECONÓMICA Y FISCAL";"COMPLEMENTO DE DESTINO";129235,96
93112101;"POLÍTICA ECONÓMICA Y FISCAL";"COMPLEMENTO ESPECÍFICO";190073,66
93112103;"POLÍTICA ECONÓMICA Y FISCAL";"OTROS COMPLEMENTOS";110031,75
93115000;"POLÍTICA ECONÓMICA Y FISCAL";"PRODUCTIVIDAD";2996,48
93116000;"POLÍTICA ECONÓMICA Y FISCAL";"SEGURIDAD SOCIAL";145459,60
93122000;"POLÍTICA ECONÓMICA Y FISCAL";"MATERIAL DE OFICINA SERVICIOS ECONÓMICOS";1000,00
93122001;"POLÍTICA ECONÓMICA Y FISCAL";"LIBROS, PRENSA, REVISTAS Y OTRAS PUBLICACIONES";380,00
93122300;"POLÍTICA ECONÓMICA Y FISCAL";"TRANSPORTES Y MENSAJERÍA";500,00
93122602;"POLÍTICA ECONÓMICA Y FISCAL";"PUBLICIDAD Y PROPAGANDA SERVICIOS ECONÓMICOS";950,00
93122603;"POLÍTICA ECONÓMICA Y FISCAL";"PUBLICACIONES EN DIARIO OFICIALES";750,00
93122706;"POLÍTICA ECONÓMICA Y FISCAL";"ESTUDIOS Y TRABAJOS TÉCNICOS";6000,00
93162700;"POLÍTICA ECONÓMICA Y FISCAL";"INVERSIONES SERVICIOS ECONÓMICOS";5000,00
93312001;"GESTIÓN DEL PATRIMONIO";"SUELDOS GRUPO A2";13284,68
93312004;"GESTIÓN DEL PATRIMONIO";"SUELDOS GRUPO C2";8467,70
93312006;"GESTIÓN DEL PATRIMONIO";"TRIENIOS ";2890,17
93312100;"GESTIÓN DEL PATRIMONIO";"COMPLEMENTO DE DESTINO";15137,50
93312101;"GESTIÓN DEL PATRIMONIO";"COMPLEMENTO ESPECÍFICO";19386,08
93312103;"GESTIÓN DEL PATRIMONIO";" OTROS COMPLEMENTOS";10577,95
93313000;"GESTIÓN DEL PATRIMONIO";" RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO";76644,35
93313002;"GESTIÓN DEL PATRIMONIO";" OTRAS REMUNERACIONES PERSONAL LABORAL FIJO";111751,91
93315000;"GESTIÓN DEL PATRIMONIO";"PRODUCTIVIDAD";2060,08
93316000;"GESTIÓN DEL PATRIMONIO";"SEGURIDAD SOCIAL";72959,02
93321200;"GESTIÓN DEL PATRIMONIO";"MANTENIMIENTO Y REPARACIÓN EDIFICIOS";60000,00
93321201;"GESTIÓN DEL PATRIMONIO";"CONSERVACIÓN EDIFICIOS INSULARES PINTURA";40000,00
93321300;"GESTIÓN DEL PATRIMONIO";"MANTENIMIENTO ASCENSORES EDIFICIOS";40000,00
93321301;"GESTIÓN DEL PATRIMONIO";"MAQUINARIA, INSTALACIONES Y UTILLAJE";850,00
93321400;"GESTIÓN DEL PATRIMONIO";"MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS (ITV)";6000,00
93322100;"GESTIÓN DEL PATRIMONIO";"SUMINISTRO LUZ EDIFICIOS";350000,00
93322101;"GESTIÓN DEL PATRIMONIO";"SUMINISTRO AGUA EDIFICIOS";80000,00
93322104;"GESTIÓN DEL PATRIMONIO";"VESTUARIO PERSONAL EDIFICIOS";2000,00
93322600;"GESTIÓN DEL PATRIMONIO";"GASTOS DIVERSOS";7000,00
93322706;"GESTIÓN DEL PATRIMONIO";"ESTUDIOS Y TRABAJOS TÉCNICOS";6000,00
93322707;"GESTIÓN DEL PATRIMONIO";"ESTUDIO Y LEGALIZACIÓN EDIFICIOS";15000,00
93360000;"GESTIÓN DEL PATRIMONIO";"INVERSIONES EN TERRENOS";20000,00
93360200;"GESTIÓN DEL PATRIMONIO";"ADQUISICIÓN DE INMUEBLES";12000,00
93362300;"GESTIÓN DEL PATRIMONIO";"MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJES";5000,00
93362400;"GESTIÓN DEL PATRIMONIO";"ELEMENTOS DE TRANSPORTES";14900,00
93362500;"GESTIÓN DEL PATRIMONIO";"MOBILIARIO Y ENSERES";600,00
93362900;"GESTIÓN DEL PATRIMONIO";"SEÑALIZACIÓN Y OTRAS ACTUACIONES SEGURIDAD EDIFICIOS";2000,00
93362901;"GESTIÓN DEL PATRIMONIO";"INSTALACIONES ALARMAS DIFERENTES EDIFICIOS Y ALMACENES";18000,00
93422706;"GESTIÓN DE LA DEUDA Y TESORERÍA";"ESTUDIOS Y TRABAJOS TÉCNICOS";8000,00
93422708;"GESTIÓN DE LA DEUDA Y TESORERÍA";"OFICINA AUX. RECAUDACIÓN";96939,60
93435900;"GESTIÓN DE LA DEUDA Y TESORERÍA";"INTERESES SERVICIOS ECONÓMICOS";4000,00
94322605;"TRANSFERENCIAS OTRAS EELL";"CUOTAS FEMP";6000,00
94322608;"TRANSFERENCIAS OTRAS EELL";"CUOTAS FECAI";4608,77
94346700;"TRANSFERENCIAS OTRAS EELL";"CONSORCIO INSULAR DE SERVICIOS";268618,34
94346701;"TRANSFERENCIAS OTRAS EELL";"APORTACIONES FUNDACIÓN CANARIA RESERVA DE LA BIOSFERA";250000,00
